row_id,path,label,class_name,official_split,source_member,source_sha256,group
11,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000011.bmp,0,canvas001,test,Outex_TC_00013/images/000011.bmp,ee21c639862e9b14ec9c6a4cc5e44ad348dc75b96a976b333855435e65d70cfb,ee21c639862e9b14ec9c6a4cc5e44ad348dc75b96a976b333855435e65d70cfb
12,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000012.bmp,0,canvas001,train,Outex_TC_00013/images/000012.bmp,2d46e9ec3541bae4608f1fdd5d7b712506f0c73c9bee59732d02226f46ee2ab4,2d46e9ec3541bae4608f1fdd5d7b712506f0c73c9bee59732d02226f46ee2ab4
13,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000013.bmp,0,canvas001,test,Outex_TC_00013/images/000013.bmp,f6da1ebe3f28a30dfacd766994381602c183457389ba9382ac384112d9153b8c,f6da1ebe3f28a30dfacd766994381602c183457389ba9382ac384112d9153b8c
14,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000014.bmp,0,canvas001,train,Outex_TC_00013/images/000014.bmp,d09cf592c006a3b59a965b7046508be6d8787db2e8848582b54938245153e106,d09cf592c006a3b59a965b7046508be6d8787db2e8848582b54938245153e106
15,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000015.bmp,0,canvas001,test,Outex_TC_00013/images/000015.bmp,1c775dc7dce473e131276da0453e045e6e14eb2365cff6dc1a6b6addabfbac64,1c775dc7dce473e131276da0453e045e6e14eb2365cff6dc1a6b6addabfbac64
16,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000016.bmp,0,canvas001,train,Outex_TC_00013/images/000016.bmp,6a49ba9104d3dfe1b2bdee5542116b4a60c6b65a0a7f4079e5855c90eabd554a,6a49ba9104d3dfe1b2bdee5542116b4a60c6b65a0a7f4079e5855c90eabd554a
17,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000017.bmp,0,canvas001,test,Outex_TC_00013/images/000017.bmp,0badda3a9b613e3fa337c2e0c53ffa6446e91a5c30bb867736c0beaa12c251dc,0badda3a9b613e3fa337c2e0c53ffa6446e91a5c30bb867736c0beaa12c251dc
18,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000018.bmp,0,canvas001,train,Outex_TC_00013/images/000018.bmp,aac988bb97819a48b5a069c0f9b47c7cb22ebe15687eb8c174bdb3e041e4c92f,aac988bb97819a48b5a069c0f9b47c7cb22ebe15687eb8c174bdb3e041e4c92f
19,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000019.bmp,0,canvas001,test,Outex_TC_00013/images/000019.bmp,91011f64b9c26c9c8cc4b25567937e90e078f5360b7080f57a8de4f5ae661f91,91011f64b9c26c9c8cc4b25567937e90e078f5360b7080f57a8de4f5ae661f91
20,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000020.bmp,1,canvas002,train,Outex_TC_00013/images/000020.bmp,d92969e93dedbd01c12f913813cb392fa825c0c52ed12d38c68c6281d2cad389,d92969e93dedbd01c12f913813cb392fa825c0c52ed12d38c68c6281d2cad389
21,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000021.bmp,1,canvas002,test,Outex_TC_00013/images/000021.bmp,a8a86699cff3076788f4e10e037e695c77a93fdb6fabf9623d9ef78eb8081319,a8a86699cff3076788f4e10e037e695c77a93fdb6fabf9623d9ef78eb8081319
22,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000022.bmp,1,canvas002,train,Outex_TC_00013/images/000022.bmp,54bdded11751e9791b699ed5cfd76e29368a342eeabe96358127088f6e2ccbe5,54bdded11751e9791b699ed5cfd76e29368a342eeabe96358127088f6e2ccbe5
23,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000023.bmp,1,canvas002,test,Outex_TC_00013/images/000023.bmp,8520006882e274a2bd75d463beb5c96c4ce7ef7317096afaac103ffb2efacc9b,8520006882e274a2bd75d463beb5c96c4ce7ef7317096afaac103ffb2efacc9b
24,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000024.bmp,1,canvas002,train,Outex_TC_00013/images/000024.bmp,71e2b95ceddf33a9c85e65c01fe7b83326f1d9634c80abb280563dbed8a16d73,71e2b95ceddf33a9c85e65c01fe7b83326f1d9634c80abb280563dbed8a16d73
25,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000025.bmp,1,canvas002,test,Outex_TC_00013/images/000025.bmp,814ecd97773c98ebfd47aeab019681080d2d2097b2479f4e49c1bf55de2784dd,814ecd97773c98ebfd47aeab019681080d2d2097b2479f4e49c1bf55de2784dd
26,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000026.bmp,1,canvas002,train,Outex_TC_00013/images/000026.bmp,dbf2aab32a1408601845720169e36a86f28fcddec25e6fe444ebc39b4ce27424,dbf2aab32a1408601845720169e36a86f28fcddec25e6fe444ebc39b4ce27424
27,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000027.bmp,1,canvas002,test,Outex_TC_00013/images/000027.bmp,d9f3bbd757637502a8035e4deaaeca62c05b9b2aa4d37d04b91df54cd73fb4fb,d9f3bbd757637502a8035e4deaaeca62c05b9b2aa4d37d04b91df54cd73fb4fb
28,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000028.bmp,1,canvas002,train,Outex_TC_00013/images/000028.bmp,9120ca8e8527d6ecf1bfdca921458fc44c80e1a799dd5e3cca3395c2876c41f8,9120ca8e8527d6ecf1bfdca921458fc44c80e1a799dd5e3cca3395c2876c41f8
29,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000029.bmp,1,canvas002,test,Outex_TC_00013/images/000029.bmp,3abff828423ab8a33ecd3b75ff614de6ac1f0196e6add31c61632f8ec9ef098c,3abff828423ab8a33ecd3b75ff614de6ac1f0196e6add31c61632f8ec9ef098c
30,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000030.bmp,1,canvas002,train,Outex_TC_00013/images/000030.bmp,1843277dc2818736e19a4d7941411161a6947b946e157c146d8fe599031ade2f,1843277dc2818736e19a4d7941411161a6947b946e157c146d8fe599031ade2f
31,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000031.bmp,1,canvas002,test,Outex_TC_00013/images/000031.bmp,bf803f92acff040b50f79a15dae2f805e5123c499e3548068727f827061c938a,bf803f92acff040b50f79a15dae2f805e5123c499e3548068727f827061c938a
32,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000032.bmp,1,canvas002,train,Outex_TC_00013/images/000032.bmp,359b7fce02eeaf5636f4f0caa1fbe7d1a7d2fdfb1313b279167b1a778327323c,359b7fce02eeaf5636f4f0caa1fbe7d1a7d2fdfb1313b279167b1a778327323c
33,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000033.bmp,1,canvas002,test,Outex_TC_00013/images/000033.bmp,47341926a9f9539c53df60b3db1c2808e0a139f5cf96539b1aaabd2f8769b9ca,47341926a9f9539c53df60b3db1c2808e0a139f5cf96539b1aaabd2f8769b9ca
34,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000034.bmp,1,canvas002,train,Outex_TC_00013/images/000034.bmp,29850642941f6b24603cb30f697be439e10a6e87aea3d89d53d18f55b49425e1,29850642941f6b24603cb30f697be439e10a6e87aea3d89d53d18f55b49425e1
35,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000035.bmp,1,canvas002,test,Outex_TC_00013/images/000035.bmp,5c4734f81ded6813569c89e7aff8a3142e5d459450d1968177ef68150dd3cb1e,5c4734f81ded6813569c89e7aff8a3142e5d459450d1968177ef68150dd3cb1e
36,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000036.bmp,1,canvas002,train,Outex_TC_00013/images/000036.bmp,9ff1c64818215a64aaaa11f2160b571ecff5aa1def11a5b0230faba9090df9dc,9ff1c64818215a64aaaa11f2160b571ecff5aa1def11a5b0230faba9090df9dc
37,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000037.bmp,1,canvas002,test,Outex_TC_00013/images/000037.bmp,a5486bab5feefcbeba63ea103c250e30ca218b804200e92c5f9a30b15f85d568,a5486bab5feefcbeba63ea103c250e30ca218b804200e92c5f9a30b15f85d568
38,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000038.bmp,1,canvas002,train,Outex_TC_00013/images/000038.bmp,59f86eccf92f11517ad28a8d70bb0ebb37e84b9ec4644c40ba127b6ae1e5e7cc,59f86eccf92f11517ad28a8d70bb0ebb37e84b9ec4644c40ba127b6ae1e5e7cc
39,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000039.bmp,1,canvas002,test,Outex_TC_00013/images/000039.bmp,fc2439d4563c45de2777310981e0fa56e6869f1280ab00ccabbe7827c5c02cbc,fc2439d4563c45de2777310981e0fa56e6869f1280ab00ccabbe7827c5c02cbc
40,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000040.bmp,2,canvas003,train,Outex_TC_00013/images/000040.bmp,d4cef0bedac3aed1fe837fa269535707836c1fab1055652a3028b5634045810e,d4cef0bedac3aed1fe837fa269535707836c1fab1055652a3028b5634045810e
41,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000041.bmp,2,canvas003,test,Outex_TC_00013/images/000041.bmp,71630f53db9ee338ad36940ac7cfe8084bbf7a3f3e34ae5343d36d123a9affd2,71630f53db9ee338ad36940ac7cfe8084bbf7a3f3e34ae5343d36d123a9affd2
42,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000042.bmp,2,canvas003,train,Outex_TC_00013/images/000042.bmp,f408d20cfe810793d4d3c0ac71bad0ccee71c151a6ebc000e5dbc937bc8ad80d,f408d20cfe810793d4d3c0ac71bad0ccee71c151a6ebc000e5dbc937bc8ad80d
43,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000043.bmp,2,canvas003,test,Outex_TC_00013/images/000043.bmp,cd3a8862d44d02a829edcb065a14ff59eb70bf9775c1d2bf5730c17dc617ce70,cd3a8862d44d02a829edcb065a14ff59eb70bf9775c1d2bf5730c17dc617ce70
44,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000044.bmp,2,canvas003,train,Outex_TC_00013/images/000044.bmp,42c71f328b1a437399c740c0acd44fc306f95d6dd06f9f01427e2a23dd9cfee6,42c71f328b1a437399c740c0acd44fc306f95d6dd06f9f01427e2a23dd9cfee6
45,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000045.bmp,2,canvas003,test,Outex_TC_00013/images/000045.bmp,e8154e184e879c7b6601b66f35057ea7194957cc15aa777c42999c5a9286b82d,e8154e184e879c7b6601b66f35057ea7194957cc15aa777c42999c5a9286b82d
46,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000046.bmp,2,canvas003,train,Outex_TC_00013/images/000046.bmp,2ecb3bc40c6006b11a030173fe3876636419366386f66e55f0207058a209b416,2ecb3bc40c6006b11a030173fe3876636419366386f66e55f0207058a209b416
47,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000047.bmp,2,canvas003,test,Outex_TC_00013/images/000047.bmp,af3e95dfd6c5bf104b9417864b6607ac84c235475c1d500ba26d0067f6cd30bd,af3e95dfd6c5bf104b9417864b6607ac84c235475c1d500ba26d0067f6cd30bd
48,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000048.bmp,2,canvas003,train,Outex_TC_00013/images/000048.bmp,10df738012a33edb4cc1fedcc95bfd155183bc476fda46edc7ed4634678a39c2,10df738012a33edb4cc1fedcc95bfd155183bc476fda46edc7ed4634678a39c2
49,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000049.bmp,2,canvas003,test,Outex_TC_00013/images/000049.bmp,8c525113bce67b69a69d8dd62c7ad02caab56671600a3d5347bc137996d67758,8c525113bce67b69a69d8dd62c7ad02caab56671600a3d5347bc137996d67758
50,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000050.bmp,2,canvas003,train,Outex_TC_00013/images/000050.bmp,ba59ea67541b3c1617fd610c06aed222fdf79db82d54fae7ad2287ee2b60453d,ba59ea67541b3c1617fd610c06aed222fdf79db82d54fae7ad2287ee2b60453d
51,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000051.bmp,2,canvas003,test,Outex_TC_00013/images/000051.bmp,ddca17d72ca6593bee1a76e484728d311e8e2a3d568980b6b8e496fb270c669e,ddca17d72ca6593bee1a76e484728d311e8e2a3d568980b6b8e496fb270c669e
52,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000052.bmp,2,canvas003,train,Outex_TC_00013/images/000052.bmp,0a614d19199b9846fec72ee7066333b25e85c74f6f4e8cbe8157522441994bf5,0a614d19199b9846fec72ee7066333b25e85c74f6f4e8cbe8157522441994bf5
53,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000053.bmp,2,canvas003,test,Outex_TC_00013/images/000053.bmp,01d30e2b03cd7f37f8db6853b1b435e828c63070e2e6b29e8cfc681387233d70,01d30e2b03cd7f37f8db6853b1b435e828c63070e2e6b29e8cfc681387233d70
54,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000054.bmp,2,canvas003,train,Outex_TC_00013/images/000054.bmp,9f4661ccc02699a0a6eb14f08d2bbaae0a4648800ddb4193e0ecd8f5e8ae2945,9f4661ccc02699a0a6eb14f08d2bbaae0a4648800ddb4193e0ecd8f5e8ae2945
55,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000055.bmp,2,canvas003,test,Outex_TC_00013/images/000055.bmp,246fc17a63b68c517c6b258ca79cd637939b27e88b500adbd6a411b220a6bdae,246fc17a63b68c517c6b258ca79cd637939b27e88b500adbd6a411b220a6bdae
56,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000056.bmp,2,canvas003,train,Outex_TC_00013/images/000056.bmp,a4ad3d04d33b400dc19874eed9f263003e8b5c94c0d21415d298246a85dada4d,a4ad3d04d33b400dc19874eed9f263003e8b5c94c0d21415d298246a85dada4d
57,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000057.bmp,2,canvas003,test,Outex_TC_00013/images/000057.bmp,035fbeb4f689dbc2cf4e2688487ea4cad711f8c1dbdf47cfe11113b642fa40d8,035fbeb4f689dbc2cf4e2688487ea4cad711f8c1dbdf47cfe11113b642fa40d8
58,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000058.bmp,2,canvas003,train,Outex_TC_00013/images/000058.bmp,1c26f8fc69e4cc76be0206dc984a25b76b53bad2765449641f1652722effd548,1c26f8fc69e4cc76be0206dc984a25b76b53bad2765449641f1652722effd548
59,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000059.bmp,2,canvas003,test,Outex_TC_00013/images/000059.bmp,dcb4c0911acad8f9ae117a76836076fde07decd3a1383bd936fe2f45a29186c0,dcb4c0911acad8f9ae117a76836076fde07decd3a1383bd936fe2f45a29186c0
60,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000060.bmp,3,canvas004,train,Outex_TC_00013/images/000060.bmp,93f0cb55ec9a20636e399ee0b7ac9b1cc5feb19d6aced6382fd6e71e2a099b06,93f0cb55ec9a20636e399ee0b7ac9b1cc5feb19d6aced6382fd6e71e2a099b06
61,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000061.bmp,3,canvas004,test,Outex_TC_00013/images/000061.bmp,1656a3c890e4394e00107b9095cd2ca8bfa22bae08204263430cf74d9fef5694,1656a3c890e4394e00107b9095cd2ca8bfa22bae08204263430cf74d9fef5694
62,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000062.bmp,3,canvas004,train,Outex_TC_00013/images/000062.bmp,b1a879b7a1aaf00ec5a815c190a1cde3bfcab452216a40d1cde1c004ffe34060,b1a879b7a1aaf00ec5a815c190a1cde3bfcab452216a40d1cde1c004ffe34060
63,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000063.bmp,3,canvas004,test,Outex_TC_00013/images/000063.bmp,cad8d97b1be3333a89130a53b30707a6e3ee8d52dfb7723007b3b57dd6921bc7,cad8d97b1be3333a89130a53b30707a6e3ee8d52dfb7723007b3b57dd6921bc7
64,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000064.bmp,3,canvas004,train,Outex_TC_00013/images/000064.bmp,984c2863990b631e699b0e3b8b64aa0410c177b93439ac4a3aac73e58c26662d,984c2863990b631e699b0e3b8b64aa0410c177b93439ac4a3aac73e58c26662d
65,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000065.bmp,3,canvas004,test,Outex_TC_00013/images/000065.bmp,d2a01071b6d5cc421599e3c9b04299339cc329d22755d1107fa1c34a7429bfd4,d2a01071b6d5cc421599e3c9b04299339cc329d22755d1107fa1c34a7429bfd4
66,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000066.bmp,3,canvas004,train,Outex_TC_00013/images/000066.bmp,76ff61486f3b313cee7e50c058a76d38c7960e0d394c0d07acf639903b26200c,76ff61486f3b313cee7e50c058a76d38c7960e0d394c0d07acf639903b26200c
67,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000067.bmp,3,canvas004,test,Outex_TC_00013/images/000067.bmp,1270630551c579c4c90043e924484922104427b3e627a819507bd0613feb9f29,1270630551c579c4c90043e924484922104427b3e627a819507bd0613feb9f29
68,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000068.bmp,3,canvas004,train,Outex_TC_00013/images/000068.bmp,d5e2cec15ac7af75dda587579c2f17fd12a88eb0a1ba65c68d09ce541a778898,d5e2cec15ac7af75dda587579c2f17fd12a88eb0a1ba65c68d09ce541a778898
69,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000069.bmp,3,canvas004,test,Outex_TC_00013/images/000069.bmp,bedede2d018603837180d42a6abf9d40f61d8dcc5928c2ce65f0917d0df80c9a,bedede2d018603837180d42a6abf9d40f61d8dcc5928c2ce65f0917d0df80c9a
70,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000070.bmp,3,canvas004,train,Outex_TC_00013/images/000070.bmp,32bad0d9150615e22552515817821620f16dab98c4abe3b77637c943998738d3,32bad0d9150615e22552515817821620f16dab98c4abe3b77637c943998738d3
71,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000071.bmp,3,canvas004,test,Outex_TC_00013/images/000071.bmp,09814079e421d7b50d0e7b82644b1015fabe3ad1535fe3ec0ff74b53ad22f78e,09814079e421d7b50d0e7b82644b1015fabe3ad1535fe3ec0ff74b53ad22f78e
72,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000072.bmp,3,canvas004,train,Outex_TC_00013/images/000072.bmp,df4ab3a3d98c54e810577a44fe629782c68021d173e5776d6be6c21cb42ce4a4,df4ab3a3d98c54e810577a44fe629782c68021d173e5776d6be6c21cb42ce4a4
73,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000073.bmp,3,canvas004,test,Outex_TC_00013/images/000073.bmp,54b62b633c4acaa82f35c99dde85d2bace0c2ee0d63c447bed1d46e23eb5a0b5,54b62b633c4acaa82f35c99dde85d2bace0c2ee0d63c447bed1d46e23eb5a0b5
74,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000074.bmp,3,canvas004,train,Outex_TC_00013/images/000074.bmp,4f642a4004b1e378289f410d18b741996d26f520c747106711f7c50448cd5d3f,4f642a4004b1e378289f410d18b741996d26f520c747106711f7c50448cd5d3f
75,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000075.bmp,3,canvas004,test,Outex_TC_00013/images/000075.bmp,694ac2005af486fe9b2a27d94ec68c62a833a968c9dce96b7269c03b75e08488,694ac2005af486fe9b2a27d94ec68c62a833a968c9dce96b7269c03b75e08488
76,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000076.bmp,3,canvas004,train,Outex_TC_00013/images/000076.bmp,a143b763c660938073f395128137deaeece4dd6539fa943af9a96ed04fd0adf1,a143b763c660938073f395128137deaeece4dd6539fa943af9a96ed04fd0adf1
77,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000077.bmp,3,canvas004,test,Outex_TC_00013/images/000077.bmp,223c4596139ba8b6daf93aa5e4ea74c5dc939e037013657e80c90fa1a18020cc,223c4596139ba8b6daf93aa5e4ea74c5dc939e037013657e80c90fa1a18020cc
78,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000078.bmp,3,canvas004,train,Outex_TC_00013/images/000078.bmp,09cd4b4e857dbcdd068b201c8b88ca1d9bc10f5a1a28188601395abf495ea155,09cd4b4e857dbcdd068b201c8b88ca1d9bc10f5a1a28188601395abf495ea155
79,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000079.bmp,3,canvas004,test,Outex_TC_00013/images/000079.bmp,917f3d49005e84dad4e7c4d0cec6d6698387d26c8dc74d101b7524918b893eda,917f3d49005e84dad4e7c4d0cec6d6698387d26c8dc74d101b7524918b893eda
80,/home/joaquin/tesis_claude/results/confirmatory/recovery/outex13/staging/official1360/Outex_TC_00013/images/000080.bmp,4,canvas005,train,Outex_TC_00013/images/000080.bmp,1ee4da2931a693ece5ea743b465cb66c5381736e3cbc903e0ecdde168814e58d,1ee4da2931a693ece5ea743b465cb66c5381736e3cbc903e0ecdde168814e58d
