row_id,label,sample,group,source_path,source_sha256,official_split,split_1,split_2,split_3,split_4
19,aluminium_foil,a,3787ed1ba4fc6ec8c7e1c912e79122f95c3f0616fcad0fe486d2b5feab151ec1,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_2_im_5_col.png,3787ed1ba4fc6ec8c7e1c912e79122f95c3f0616fcad0fe486d2b5feab151ec1,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
20,aluminium_foil,a,5fbfba7fc05485eab2af8ecd9a95bbcda9eeebbaf18db1fdf366c7caf7102213,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_2_im_6_col.png,5fbfba7fc05485eab2af8ecd9a95bbcda9eeebbaf18db1fdf366c7caf7102213,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
21,aluminium_foil,a,aad9a9d3fc92c583a854bf1ab361a23c2cf6fa42674a7b4ab5e75e2c0889b590,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_2_im_7_col.png,aad9a9d3fc92c583a854bf1ab361a23c2cf6fa42674a7b4ab5e75e2c0889b590,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
22,aluminium_foil,a,2e7c47ec1d3cba525ac315bbd2179cd7069bcb8d9bb58e754da1e6c5b7dbc277,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_2_im_8_col.png,2e7c47ec1d3cba525ac315bbd2179cd7069bcb8d9bb58e754da1e6c5b7dbc277,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
23,aluminium_foil,a,baa424a92759e78efecef978d39d09de3368de8c01c3941e6179cadba74fe3e6,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_2_im_9_col.png,baa424a92759e78efecef978d39d09de3368de8c01c3941e6179cadba74fe3e6,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
24,aluminium_foil,a,f0ac005110f6277358590319792f8f1814e003c14fe8b68d26f3056110909ccf,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_10_col.png,f0ac005110f6277358590319792f8f1814e003c14fe8b68d26f3056110909ccf,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
25,aluminium_foil,a,cc6d4c73bd15948a5ee6fb1ab0c7900fe78bf8b0a60776cd80505ebb1eb1c2ec,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_11_col.png,cc6d4c73bd15948a5ee6fb1ab0c7900fe78bf8b0a60776cd80505ebb1eb1c2ec,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
26,aluminium_foil,a,4cb5d64c8ee6c0b4e36b932fb3198727e40e6afd53cb81229daec28553b780db,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_12_col.png,4cb5d64c8ee6c0b4e36b932fb3198727e40e6afd53cb81229daec28553b780db,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
27,aluminium_foil,a,09a9c8c9022b90685c3c2c7ab5c034a3bd2f1b8a7fe41338628f109663736e52,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_1_col.png,09a9c8c9022b90685c3c2c7ab5c034a3bd2f1b8a7fe41338628f109663736e52,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
28,aluminium_foil,a,8efae18864279147faca656af45c743123b94f9346a704aa66bb8d12abf09c96,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_2_col.png,8efae18864279147faca656af45c743123b94f9346a704aa66bb8d12abf09c96,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
29,aluminium_foil,a,ec7fcca1430efc036ecca988de38296484421aa00bb2e6333b59e3a4ed667629,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_3_col.png,ec7fcca1430efc036ecca988de38296484421aa00bb2e6333b59e3a4ed667629,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
30,aluminium_foil,a,197435363a77fc0cb44316753fe8dceaacd70ba2909d79dca4ca328e49f37f69,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_4_col.png,197435363a77fc0cb44316753fe8dceaacd70ba2909d79dca4ca328e49f37f69,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
31,aluminium_foil,a,768333cc2dc17a3e82a5ab447cb45958043360906ebef5598ccfee84d6114a85,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_5_col.png,768333cc2dc17a3e82a5ab447cb45958043360906ebef5598ccfee84d6114a85,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
32,aluminium_foil,a,dcf66ff589ba058eede64a1b51abe30f834f9b92c6fa6e4add06bc076201a90e,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_6_col.png,dcf66ff589ba058eede64a1b51abe30f834f9b92c6fa6e4add06bc076201a90e,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
33,aluminium_foil,a,c4cd3bfe37e5593fb36164d1b7cae7b1c5f3adde6ff0cadafde27ebe82313cc6,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_7_col.png,c4cd3bfe37e5593fb36164d1b7cae7b1c5f3adde6ff0cadafde27ebe82313cc6,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
34,aluminium_foil,a,cbfc704361eb00768c64e773c9775cff0929522dd085ab3d6bc614c8236347b6,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_8_col.png,cbfc704361eb00768c64e773c9775cff0929522dd085ab3d6bc614c8236347b6,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
35,aluminium_foil,a,643e811ae4586af19600dd8e66d78d264234a46244918e6f3455470f14c722ea,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_3_im_9_col.png,643e811ae4586af19600dd8e66d78d264234a46244918e6f3455470f14c722ea,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
36,aluminium_foil,a,eaf93d8d3fa8e38b033ff8c8959e0a599eaa626e74c0287fc4ed4063029c9c11,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_10_col.png,eaf93d8d3fa8e38b033ff8c8959e0a599eaa626e74c0287fc4ed4063029c9c11,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
37,aluminium_foil,a,fc2781a6c178bfec07dbcc552adb193f5a9368f9cbb1ae5159fba4a93fc0da96,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_11_col.png,fc2781a6c178bfec07dbcc552adb193f5a9368f9cbb1ae5159fba4a93fc0da96,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
38,aluminium_foil,a,7bc1cca65307869371c99de94e45875cad4f4ab1ecddf2f1027c11ca369f8864,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_12_col.png,7bc1cca65307869371c99de94e45875cad4f4ab1ecddf2f1027c11ca369f8864,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
39,aluminium_foil,a,583098e024467a961f750d86fd2ac954a1da9ad3c2c83819bb126c6c8bf48cd1,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_1_col.png,583098e024467a961f750d86fd2ac954a1da9ad3c2c83819bb126c6c8bf48cd1,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
40,aluminium_foil,a,07ed73ed60dfaad6ec8b1c1d52f214050eb01c873950976ad609337b07403791,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_2_col.png,07ed73ed60dfaad6ec8b1c1d52f214050eb01c873950976ad609337b07403791,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
41,aluminium_foil,a,131e67339ff8eb89b42cdd1b1414b06b4712f45cbdc61bc07702daf6c32b1ee1,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_3_col.png,131e67339ff8eb89b42cdd1b1414b06b4712f45cbdc61bc07702daf6c32b1ee1,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
42,aluminium_foil,a,8a80b5a0036e0649ca21b98e7b64e360523914055e822a14e67f3664298b619f,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_4_col.png,8a80b5a0036e0649ca21b98e7b64e360523914055e822a14e67f3664298b619f,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
43,aluminium_foil,a,29525b9bf79335e681a1292d98d1383094f574ced68b1c7140e65e715b4400db,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_5_col.png,29525b9bf79335e681a1292d98d1383094f574ced68b1c7140e65e715b4400db,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
44,aluminium_foil,a,4adb24bf516298e33a9fd6816a177233d90762faa00991e09f4562d01a6d5f9a,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_6_col.png,4adb24bf516298e33a9fd6816a177233d90762faa00991e09f4562d01a6d5f9a,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
45,aluminium_foil,a,6528ea0e5fa7ac89998b79b23dae48a2a2f3e1fdb16473cdffa556bf684a4f80,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_7_col.png,6528ea0e5fa7ac89998b79b23dae48a2a2f3e1fdb16473cdffa556bf684a4f80,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
46,aluminium_foil,a,d6f838d25817e9268ac87b33d22818b251dd8276b94ff317b7e45267b8e2e8a6,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_8_col.png,d6f838d25817e9268ac87b33d22818b251dd8276b94ff317b7e45267b8e2e8a6,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
47,aluminium_foil,a,ed920512be5597a117ae2fae79a81bff4f9ff88f925f793d9b639e87eafc055f,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_4_im_9_col.png,ed920512be5597a117ae2fae79a81bff4f9ff88f925f793d9b639e87eafc055f,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
48,aluminium_foil,a,267d5cf3da28ffbc3531ac0767bcd7f2afc846efedc1d7afe91053b37f863057,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_10_col.png,267d5cf3da28ffbc3531ac0767bcd7f2afc846efedc1d7afe91053b37f863057,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
49,aluminium_foil,a,4c5ea970ad8f085327aa161b7349267ec54ac8e7c0e829c8b4ee791308c223b9,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_11_col.png,4c5ea970ad8f085327aa161b7349267ec54ac8e7c0e829c8b4ee791308c223b9,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
50,aluminium_foil,a,9c80132f15a3dca319b1c6ba94213d162e7be115852f25027bf877c3097e3e43,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_12_col.png,9c80132f15a3dca319b1c6ba94213d162e7be115852f25027bf877c3097e3e43,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
51,aluminium_foil,a,cd38f89f85cc9c4bbb8664912a4c5d9c1520a0f8a685220ab93657fe0dfae759,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_1_col.png,cd38f89f85cc9c4bbb8664912a4c5d9c1520a0f8a685220ab93657fe0dfae759,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
52,aluminium_foil,a,c0c078c8e5c0716fb758fdde2ae49d8e69e90a80e40059790fadb9650ad3440d,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_2_col.png,c0c078c8e5c0716fb758fdde2ae49d8e69e90a80e40059790fadb9650ad3440d,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
53,aluminium_foil,a,284a0d5c8e7339d5e8ef1d796396b9cf013b34ea9829c5c4eab8db95bee313f3,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_3_col.png,284a0d5c8e7339d5e8ef1d796396b9cf013b34ea9829c5c4eab8db95bee313f3,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
54,aluminium_foil,a,7211cc1c870a34dcae3367d324226d9403026e1e526307573481b56f8d4c9ce1,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_4_col.png,7211cc1c870a34dcae3367d324226d9403026e1e526307573481b56f8d4c9ce1,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
55,aluminium_foil,a,de887d77590f353437adfa1973f0991fdf48540c00c9834baddddfe58a07675b,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_5_col.png,de887d77590f353437adfa1973f0991fdf48540c00c9834baddddfe58a07675b,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
56,aluminium_foil,a,1e6dde6718f76e165f2aa62c85e53e6c3e9b59779e10c2d279f4f9e61f91718e,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_6_col.png,1e6dde6718f76e165f2aa62c85e53e6c3e9b59779e10c2d279f4f9e61f91718e,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
57,aluminium_foil,a,a5ad0394a08ed8cc63eecc1ea268303dcea68d6aa0daa30a2e45602e3f7a99a8,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_7_col.png,a5ad0394a08ed8cc63eecc1ea268303dcea68d6aa0daa30a2e45602e3f7a99a8,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
58,aluminium_foil,a,0e4b9d15f6da65a63ff0a779fcd2e22aa460eda743b9122b8746718d55e6d8fe,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_8_col.png,0e4b9d15f6da65a63ff0a779fcd2e22aa460eda743b9122b8746718d55e6d8fe,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
59,aluminium_foil,a,6200299e3684e17c35685567d643919ffd67ee2c3b1b57af6199aba0aa4e2640,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_5_im_9_col.png,6200299e3684e17c35685567d643919ffd67ee2c3b1b57af6199aba0aa4e2640,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
60,aluminium_foil,a,df0251241e1cdc26bb11e5e9d5fb90a54ba1cf21009aaac61e9dc290fc2221a0,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_10_col.png,df0251241e1cdc26bb11e5e9d5fb90a54ba1cf21009aaac61e9dc290fc2221a0,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
61,aluminium_foil,a,b93259543d628937a82ef502a662b84cd9a8f8c1e62eb52c92bedf61cc482dc2,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_11_col.png,b93259543d628937a82ef502a662b84cd9a8f8c1e62eb52c92bedf61cc482dc2,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
62,aluminium_foil,a,e11bebbb97804deef2fe947fbab6d2c698f0d3723bdecd4dd5fff79b56bcda80,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_12_col.png,e11bebbb97804deef2fe947fbab6d2c698f0d3723bdecd4dd5fff79b56bcda80,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
63,aluminium_foil,a,7beccc8ec3f849a4a875f40ba72de51e2ec58805caacd40e67a35a61bdf62aa9,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_1_col.png,7beccc8ec3f849a4a875f40ba72de51e2ec58805caacd40e67a35a61bdf62aa9,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
64,aluminium_foil,a,176fb57f246ef7cf72093e607eb637f85826c9841b701e762014c7817ae9c7df,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_2_col.png,176fb57f246ef7cf72093e607eb637f85826c9841b701e762014c7817ae9c7df,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
65,aluminium_foil,a,ca6e9d6b2aea162c645f069f18280e13e0a7df54b3e8ba44078703136334fa83,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_3_col.png,ca6e9d6b2aea162c645f069f18280e13e0a7df54b3e8ba44078703136334fa83,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
66,aluminium_foil,a,890cf007a973acc8d79e182e2aa8b55802740962938c618f70aa7eba03e264aa,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_4_col.png,890cf007a973acc8d79e182e2aa8b55802740962938c618f70aa7eba03e264aa,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
67,aluminium_foil,a,00d85f8c61661872f47896ff844d791550de722e4ac323a411bc62d855f883ca,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_5_col.png,00d85f8c61661872f47896ff844d791550de722e4ac323a411bc62d855f883ca,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
68,aluminium_foil,a,5bcf3da80513728d8437f9f70cf02eec260bd1ea2c13d2f6bae8ac113184aba5,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_6_col.png,5bcf3da80513728d8437f9f70cf02eec260bd1ea2c13d2f6bae8ac113184aba5,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
69,aluminium_foil,a,eb1a873ff9a6e479e986ce3af110e2d83e5f28614c4965963884b7fbd7f83d86,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_7_col.png,eb1a873ff9a6e479e986ce3af110e2d83e5f28614c4965963884b7fbd7f83d86,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
70,aluminium_foil,a,a05f5bba2edf11f768884f1aa32251de17cb5c8d1958bed16ce2bb9780fe5c32,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_8_col.png,a05f5bba2edf11f768884f1aa32251de17cb5c8d1958bed16ce2bb9780fe5c32,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
71,aluminium_foil,a,4270608416a88c4a605d74d06cf6c0cb35eab7555053a4210cc5925f1c116e09,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_6_im_9_col.png,4270608416a88c4a605d74d06cf6c0cb35eab7555053a4210cc5925f1c116e09,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
72,aluminium_foil,a,8ecd198adb01772fcdd7d2af5e66833f0c9b24bfeeba98d2e6a67fadb7c0e5a1,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_7_im_10_col.png,8ecd198adb01772fcdd7d2af5e66833f0c9b24bfeeba98d2e6a67fadb7c0e5a1,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
73,aluminium_foil,a,584953876596d45c9c86a22514bdc930b5d26a7de095dec9fbf4f9da1a83a68f,data/KTH-TIPS2-b/aluminium_foil/sample_a/15a-scale_7_im_11_col.png,584953876596d45c9c86a22514bdc930b5d26a7de095dec9fbf4f9da1a83a68f,FOUR_FOLD_ONE_SAMPLE_TRAIN_SEE_split_1_4,train,test,test,test
