row_id,label,group,source_path,source_sha256,pixel_sha256,width,height,format,official_split,source_version
20,Alluvial_Soil,Alluvial_Soil:21,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/21.jpg,bc3bb9f45ce97756d71fd5ee1de41f0da13201aebd37d582b49277afd80a4fa0,ec69c7f3665be059dccee89ede8c05d64d3636d7b9bca0f7bad2872fc37713aa,800,516,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
21,Alluvial_Soil,Alluvial_Soil:22,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/22.jpg,0be56133c23f1bdb082d9ba11635e055ca5dd5dfd51d647995aab38ddb312ae1,b53f9ce1a79017aa3164af7705808d56b7585a1798efb96ada6e29bd9f959770,389,258,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
22,Alluvial_Soil,Alluvial_Soil:23,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/23.jpg,dd77392cfc6395d087145592cc25b26f121d7bec929a7bc3ce9b9a66dc802718,d9b6b7699d90f323c835328627354ddc2b51032b0a55d1d69e375eb7bd218ddb,650,293,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
23,Alluvial_Soil,Alluvial_Soil:24,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/24.jpg,7ba3e76ce8fbb27daac0dc25ab2cd0f8b9a1bf1cdcac0f4bc035c8024df54898,a34d48813a9ce9e9480eb8867a35d4ebf2697f02a2666df0405f50161932cd57,1300,854,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
24,Alluvial_Soil,Alluvial_Soil:26,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/26.jpg,f74ce06315ae26e63c49608432432e3978eb9cb2099596e4e98ea5965f9dedd9,548111ffc81bfbca1201a3e98176b96d7b720328698bd707f80befb92302cf05,900,993,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
25,Alluvial_Soil,Alluvial_Soil:27,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/27.jpg,ad5549fc648e81817b960b2064a4849ccef218b212fcd92d309d55b4d2a0bf87,1061eaea46dc36266c39231688703a502893aa35b05697a4097597f60eda1707,577,199,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
26,Alluvial_Soil,Alluvial_Soil:28,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/28.jpg,0c97c7eed8c36afbe050cfe496c39f91fb69f4d3915117683ca0af853b373345,76075ff05500f9aa17cc1072239664bcc34c1002055d9341a5ba95d19f4d55a9,960,540,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
27,Alluvial_Soil,Alluvial_Soil:28,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/28a.jpg,471006ba27f39bbd6fa96ab08c9d8b6e31d5668dd51f728e2290ce5d3d6dac5e,b0a8e82772e8a7f4d3eea5edb124570e81f757ff53db43f7f984651db276e504,399,313,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
28,Alluvial_Soil,Alluvial_Soil:28,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/28b.jpg,9897527b8fb0586d759534b827286a9a8f4b16955e05584620ef1721343b0699,db9d17b347196ca71d16562901baed4ee5c4fddeeb5eda2d23d34d66c9b3ce34,296,325,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
29,Alluvial_Soil,Alluvial_Soil:29,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/29.jpg,15b2224d60cae1716dde9d8a62fae91268cda2112e16ff589e67d040de0d81c3,9d31f090cc91b87517f937a9e21bf5006e653458e9c6f37917e613e7a580fce7,600,378,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
30,Alluvial_Soil,Alluvial_Soil:30,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/30.jpg,cfb9a54ca91dc2e3941defac8dfd3c531171b93002ff24c5345fde2176f9012b,4118e81bf02ddd543bfa18aa0dcec6d5e038d0912501ea7efce2d667e2825b4a,308,150,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
31,Alluvial_Soil,Alluvial_Soil:30,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/30a.jpg,b5606ec0a1c55a6f428bb480b1da8c1ee15938c0e105252b9d1584137b573332,6a2811c50259a2fc603f374dee544bdbcf9fb138678d3846e9097260d46fa218,357,199,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
32,Alluvial_Soil,Alluvial_Soil:31,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/31.jpg,6936c6de7252eaeb16f8653c035332084f0398a25331e34d9386ceb2ed246c1e,a3e4fb1ed4064d5a4ea80aa17343988d1fcb861ba1b8b4c3f4faaf6663bd06c3,600,450,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
33,Alluvial_Soil,Alluvial_Soil:32,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/32.jpg,a7d06b24ae85196574f9081ce972d12e8e78cdb4ea40331830695c88686484b3,4d0cdbf04037a2271b78026f44da806ed0b3d0494aa3d7db54afc0b35b49b8ef,1188,240,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
34,Alluvial_Soil,Alluvial_Soil:33,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/33.jpg,01a60d86329dee42ce523bee720a3df2ba78a262833fe3fe4a3f21bc4ff17936,026f9fcb3d26c47b26186e27fdca22ead8bbfd62757e29f9d2097990a9a7f755,533,334,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
35,Alluvial_Soil,Alluvial_Soil:35,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/35.jpg,d064fc7e59e42de5a0d360d8d93d44055f3d4e06675d100730dcd523b20cf952,5a5c0d5f2cb2068483cd038ea893ebd25a2d4c3690a63a76e2aa8141ef58f147,450,600,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
36,Alluvial_Soil,Alluvial_Soil:37,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/37.jpg,e57f0de33a9c6dff8b118a9ab0f8fed7cace3825dae8a374866a58027e450d95,eba9fb6ced70e7b09435f65ec9138eb32ea46d8d785544e1bde1afc1f9eb3b25,450,338,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
37,Alluvial_Soil,Alluvial_Soil:38,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/38.jpg,d162b8034c8b2f989ff5d32f9b62804b2b1179c976ba9e1c08bc0ea0e2a12f48,62a1a16caaebea346fe87b9f2abef45372940364ae2604d4d5704af60d1f8827,611,415,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
38,Alluvial_Soil,Alluvial_Soil:39,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/39.jpg,1e0106f0438eef7d36cf54dab19042afe706449837302bea7002cecf3e42a3e7,692759192ab6038abcacb223547bda11538ecaa6c276b440bc7c4940adf046b6,563,255,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
39,Alluvial_Soil,Alluvial_Soil:40,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/40.jpg,0bc9e503add2fae7bd4c1e92c46118ba16de212b10de0b3d89675018025c6988,efafdc8007b5171877f22e0678edecabe6ecd181dffb26ff373d3afbfb0a0bd7,286,239,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
40,Alluvial_Soil,Alluvial_Soil:42,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/42.jpg,ad3b38d5c716b82b31367aaea945cb869f0d1da3bcc8798fc0d38d8680af0d8d,4a7e6390afe641e1f8daa2323e6548df9ba4d15b063386c4e2b9b9a133bfc922,354,379,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
41,Alluvial_Soil,Alluvial_Soil:43,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/43.webp,3b06254413c269e0fa0f252aaebcf0f301ee2670a6a14cbf1dde8e6b16286dd8,c914f28d37c6c557f376e59f3a3fb912ad599b1efd37e2746a98473d18734785,600,374,WEBP,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
42,Alluvial_Soil,Alluvial_Soil:44,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/44.jpg,58c546fcb98721ed8a9d772f0262671552749421e739a30994f18eaafd3cb32e,5756999834a96868e01f08c294c03707302e0e96883686e7b8e5c7486dc3f54c,600,450,WEBP,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
43,Alluvial_Soil,Alluvial_Soil:45,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/45.jpg,23134a76ef4e835e1bedeae3e462b98f6e081dbb5c51903074de60e2feed7df0,2c6ca0a0005504c524d94652686a409e88fa91148d6a86e3023e21da08b6b6b8,352,373,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
44,Alluvial_Soil,Alluvial_Soil:45,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/45a.jpg,c140d9041cba6bc01d2c235156a7fedfdaa9bc2189113afda8b9d0927e0925d0,c73d5896dad5b28fa80424b04a6de9eb8fc40524c119f6a03614951603221937,612,233,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
45,Alluvial_Soil,Alluvial_Soil:46,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/46.jpeg,8a77b461547053f8cfc3e267b47e24cd015750bd8abbeee95c365fb4c6e364b1,1e20cfc792db5789dd38b9862e97acf41f7a68179a04556cc18c61505c17cb0b,800,521,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
46,Alluvial_Soil,Alluvial_Soil:5,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/5.jpg,07cd27b381dd0cba7d47badb2f8e1aa9c9cb3c97f60452f626825f2f40b8edb2,f861edb053012d05ace3d7f611891442bc712343b0adefd38c7699a90fd73507,1310,1242,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
47,Alluvial_Soil,Alluvial_Soil:7,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/7.jpg,6d2755d94b82c5570ee35647d9eb819925359d2236333af1f8007ece90c35d54,35cd9a64db45de2839e63fc88ef4d4beef3ca5f1ced3865250bb53013861614d,300,299,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
48,Alluvial_Soil,Alluvial_Soil:8,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/8.jpg,c0c4708ad2e14bc11acfcc166d0403083bba1d98f6b5e6275edfdf8a7b410cc8,6a188ddc28be81a73bb7db32f231199a83264ca7beba3271e8a38a372fba9ba4,216,216,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
49,Alluvial_Soil,Alluvial_Soil:80,results/confirmatory/recovery/soil/staging/original/Alluvial_Soil/80.jpg,c972f6d0294f818bad85e1a665427bfeedb263cb2ffbf19242fdca63439b73f8,04de06bd42a28a6e030ebbb83fcf251d2686a2265abdc0c128710ed10a993e4e,390,218,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
50,Arid_Soil,Arid_Soil:1,results/confirmatory/recovery/soil/staging/original/Arid_Soil/1.jpg,f21621ceb894bda395c9db3677d6e8b806ad84b1337efe91a2ce8f7370f70be2,8b2c8aa203650c4195988acda66a83ce0e49fafedcaf5677ad0285ac39bbdf70,588,364,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
51,Arid_Soil,Arid_Soil:10,results/confirmatory/recovery/soil/staging/original/Arid_Soil/10.jpg,02924f60f2bdbb648b6ca08a63137ae9614d82fac356eee9f66d2c33c30e6419,b9ab00bbb6716f002c85f9d7d12fa23ef20b8d331f8dbffe1f75d354f83a9917,450,296,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
52,Arid_Soil,Arid_Soil:100,results/confirmatory/recovery/soil/staging/original/Arid_Soil/100.jpg,af363407ea3db2851b81e412a4463f1ce28bfdcfba6937a64742c2309b134599,a62904dbe6f022f4770898e5b5ae50dbe5acfaa4f7af75e484d3ce838e8882eb,296,352,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
53,Arid_Soil,Arid_Soil:101,results/confirmatory/recovery/soil/staging/original/Arid_Soil/101.jpg,3cf891f63a9c79c68147d9543da9267066ba80c43346a8cf38e8917aa5145554,53154178f3697ae2e26d0f25b1988dcb63c2fc9cf31856940f8664bccbf2c913,600,215,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
54,Arid_Soil,Arid_Soil:103,results/confirmatory/recovery/soil/staging/original/Arid_Soil/103.jpg,ba8470e5d7a42b31b6c29978bd02bed6d60cb9020b4b45c91e556f98325ccb70,4bfca315c8f307b27bfed2d02dd289d6dedb389e7145d063092fece4be06e641,1600,1200,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
55,Arid_Soil,Arid_Soil:104,results/confirmatory/recovery/soil/staging/original/Arid_Soil/104.jpg,32340fb0b420d2d63ce2fd94880eb8089770b6334ea06db9ba935f0f8547b5ee,0f09dbc7012f0452f50cacf02771594c5948e1fe610269e7856453e9e8ebccdf,477,314,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
56,Arid_Soil,Arid_Soil:104,results/confirmatory/recovery/soil/staging/original/Arid_Soil/104a.jpg,a1acfcf982361e8a5dc3ae094b906ca10d710eab23b6c7913143953de85a904b,74d37998417e31e192a01a968b00d8b8f20d9b3cae6a58464a42cfbbaac668d2,348,496,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
57,Arid_Soil,Arid_Soil:106,results/confirmatory/recovery/soil/staging/original/Arid_Soil/106.jpg,95d551902d7e7d430f390e7ceae27fefb8237e9b767d76b44cdb703b06d8c22b,ebf6d6521e5c12ca1f8f8a8eb0bc4434a995f5b1dd89e265da0ab839e10712d4,1600,1054,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
58,Arid_Soil,Arid_Soil:107,results/confirmatory/recovery/soil/staging/original/Arid_Soil/107.jpg,662859653ea6d1a87e77ea365f2bb7a0527ffbb689053b109095760dd61ccd1d,133563392986e1fa08f0aa93182e237585026c1d2b59afd930497b3564046072,370,698,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
59,Arid_Soil,Arid_Soil:108,results/confirmatory/recovery/soil/staging/original/Arid_Soil/108.jpg,fd2de10893dc1a215013f977e995e0e7162e8c7dd503a1456acde3f7909d2793,7e54c36ce930b9d16a784a3a3750663733a43e2593bb9363e4beb8a7cd23340b,602,401,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
60,Arid_Soil,Arid_Soil:109,results/confirmatory/recovery/soil/staging/original/Arid_Soil/109.jpg,ee36165dd3578b63fc327c36c84b16a4a6f447415c769f460d36341a795fa4f8,4f0cd9e29dd45435e6b2e796c6c1059834d153286e911a05a04674332c0dd8dd,400,198,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
61,Arid_Soil,Arid_Soil:11,results/confirmatory/recovery/soil/staging/original/Arid_Soil/11.jpg,50e008d1bfd2771a6eb37eb9ee41b361d45f95191ec20a17de92685c23cdc1c6,1a66fbfba7c2e92fdd921f268b3086feb3b8fc333d437312f069ef67319db839,201,356,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
62,Arid_Soil,Arid_Soil:111,results/confirmatory/recovery/soil/staging/original/Arid_Soil/111.jpg,f0f7ef2f40fd50a30f25cb8df2c1b5622669d472651e4ecd65fbb859617afc19,8437e1b2bfbaec0313e0a81815a850c99d22e62ed4426c60295131c4c0ab8e8b,1600,699,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
63,Arid_Soil,Arid_Soil:112,results/confirmatory/recovery/soil/staging/original/Arid_Soil/112.jpg,2a99fafe33b5b263d2632e8028ddddbb25a2cc4bcea8fcc8706b34a62f46ee75,bd30ec75eff5c71a5b419c5f321529fd2cfd5d960e33fbabbd68f0dfb5dfca3d,359,215,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
64,Arid_Soil,Arid_Soil:113,results/confirmatory/recovery/soil/staging/original/Arid_Soil/113.jpg,7036291f147769be9de2bf731f7fed8a8dd1f6444018a3daa5802e7151ed2f4e,5812f610eb5b3c358cfe79628e82d7a8874b80e1d0108fdb09b5583e35a29847,290,317,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
65,Arid_Soil,Arid_Soil:114,results/confirmatory/recovery/soil/staging/original/Arid_Soil/114.jpg,ff3ed5fa5a81cc95091e617f8d206806d215718690d535f5bf2c3243ed5e189c,3072eb9df0c8cc19cd2468c1f874aadd477327f4090804c7db48bc5217a93270,626,417,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
66,Arid_Soil,Arid_Soil:115,results/confirmatory/recovery/soil/staging/original/Arid_Soil/115.jpg,8916574d8bc59cd1f4aa5dd9ac951316c2f2791b8345d9b48e59060af5eb56df,e7b052b19598131871bb73a254dae78f3f5cbb0c62a3d350daf7e08efc3e6864,768,396,JPEG,NONE_DEFINED_BY_ARCHIVE,Kaggle ai4a-lab/comprehensive-soil-classification-datasets v1
