dataset,extractor,clf,n_samples,n_classes,emb_dim,mean_accuracy,std_accuracy,mean_f1,std_f1,best_params,time_s
HVD_glaucoma,lbp,rf,1544,3,54,0.7014626150548481,0.029805130381647588,0.5834963437479014,0.033439807003349864,"{'n_estimators': 300, 'max_depth': None}",5.2
HVD_glaucoma,glcm,svm,1544,3,18,0.5744882948766443,0.012986357369846485,0.3710595780101964,0.013941454015826646,"{'kernel': 'rbf', 'C': 10.0, 'gamma': 'scale'}",0.5
HVD_glaucoma,glcm,knn,1544,3,18,0.6062224183583407,0.02153066094110363,0.5092622163794984,0.015718167246169572,"{'n_neighbors': 5, 'weights': 'distance'}",0.0
HVD_glaucoma,glcm,rf,1544,3,18,0.6237086538057411,0.006983249699835242,0.5265478077522692,0.010624856290899277,"{'n_estimators': 100, 'max_depth': 20}",4.8
HVD_glaucoma,gabor,svm,1544,3,48,0.5440486697768252,0.017700683377631254,0.3507804014110269,0.014345527121100706,"{'kernel': 'rbf', 'C': 10.0, 'gamma': 'scale'}",0.5
HVD_glaucoma,gabor,knn,1544,3,48,0.5621779514983399,0.018415761953773216,0.47329825212728754,0.013767969873966541,"{'n_neighbors': 5, 'weights': 'distance'}",0.0
HVD_glaucoma,gabor,rf,1544,3,48,0.6541545832807969,0.012592990893627526,0.5527271349368796,0.02134491709489599,"{'n_estimators': 100, 'max_depth': 20}",5.0
HVD_glaucoma,hog,svm,1544,3,1764,0.6910603959147649,0.017705060372105643,0.5878081056288107,0.027864013694191534,"{'kernel': 'rbf', 'C': 10.0, 'gamma': 'scale'}",6.0
HVD_glaucoma,hog,knn,1544,3,1764,0.6302084646744841,0.023966969108441885,0.5593670706402907,0.025638274408506693,"{'n_neighbors': 7, 'weights': 'distance'}",0.2
HVD_glaucoma,hog,rf,1544,3,1764,0.6347034842180473,0.01630386142111316,0.46651824559508653,0.022327982337657055,"{'n_estimators': 100, 'max_depth': 20}",13.1
HVD_glaucoma,drlbp,svm,1544,3,80,0.6198377674105828,0.015364921213295767,0.4299734400070886,0.013767261540539167,"{'kernel': 'rbf', 'C': 10.0, 'gamma': 'scale'}",0.6
HVD_glaucoma,drlbp,knn,1544,3,80,0.6425188080527886,0.03007362794371309,0.5454741955854784,0.03545470993680899,"{'n_neighbors': 5, 'weights': 'distance'}",0.0
HVD_glaucoma,drlbp,rf,1544,3,80,0.6587000378262513,0.02381932093339351,0.5343417113711748,0.02296601186800852,"{'n_estimators': 300, 'max_depth': None}",4.9
