row_id,label,group,source_path,source_sha256,official_split
16,sample01,f9e9fc014660d926a07e7cce640953dd27367ab205dd4df302db7115a9248b6e,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-26.bmp.Z,f9e9fc014660d926a07e7cce640953dd27367ab205dd4df302db7115a9248b6e,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
17,sample01,4e93f721eecc54aff403d137ea12f697788df64c65dcc22bf8f402ef383663da,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-27.bmp.Z,4e93f721eecc54aff403d137ea12f697788df64c65dcc22bf8f402ef383663da,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
18,sample01,704b3388df0a69e1a3bd5353fada671f2eb236d7b4c3f971eaaf21e6fa8a21c0,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-28.bmp.Z,704b3388df0a69e1a3bd5353fada671f2eb236d7b4c3f971eaaf21e6fa8a21c0,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
19,sample01,d6e3ad26d96ef545848530bfd65d864739489143ae1e420010d38ab5eeeaa8fb,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-29.bmp.Z,d6e3ad26d96ef545848530bfd65d864739489143ae1e420010d38ab5eeeaa8fb,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
20,sample01,b1c531fa4563fabc47fef9709b4dddfed81d2f543d00ce4d5a4533919ed14dd1,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-30.bmp.Z,b1c531fa4563fabc47fef9709b4dddfed81d2f543d00ce4d5a4533919ed14dd1,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
21,sample01,afe9ab9e722577289d9a9ae323006e4e074fb3ab436dd946b10e3785c3a89736,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-31.bmp.Z,afe9ab9e722577289d9a9ae323006e4e074fb3ab436dd946b10e3785c3a89736,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
22,sample01,444bd5cfdc96ac628a773951948f1b7728cd7adc1a58f6e733ea44dbac366a6d,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-32.bmp.Z,444bd5cfdc96ac628a773951948f1b7728cd7adc1a58f6e733ea44dbac366a6d,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
23,sample01,c408923b2135962f5fb87da417759e2e115e0fe93a8b4bcc6e80bfc27373dbc2,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-33.bmp.Z,c408923b2135962f5fb87da417759e2e115e0fe93a8b4bcc6e80bfc27373dbc2,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
24,sample01,1cbfbff515e1db7166f75ee8edc88f780867ae326832420a1510f41495e1d55b,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-34.bmp.Z,1cbfbff515e1db7166f75ee8edc88f780867ae326832420a1510f41495e1d55b,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
25,sample01,18dfd9c2a389ef2ba1e57d21e7d45619afd295105222949503f81f30ec4abebd,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-35.bmp.Z,18dfd9c2a389ef2ba1e57d21e7d45619afd295105222949503f81f30ec4abebd,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
26,sample01,c212be693a2eefa9d678d9423df3b4cd038aee36b90ce657d15f4d1c8204a437,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-36.bmp.Z,c212be693a2eefa9d678d9423df3b4cd038aee36b90ce657d15f4d1c8204a437,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
27,sample01,0dc9f968999af0a3b65556b0f635a57df917ed0e81fa27e99ec0a702e76b7e57,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-37.bmp.Z,0dc9f968999af0a3b65556b0f635a57df917ed0e81fa27e99ec0a702e76b7e57,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
28,sample01,c156eb03ba6b550781732c2f3fd0fa52c8af3427b4c5c3bf95f9e8951b5b971d,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-38.bmp.Z,c156eb03ba6b550781732c2f3fd0fa52c8af3427b4c5c3bf95f9e8951b5b971d,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
29,sample01,d449e349af9cfa2575ab088c61327668f44fe5989c11c7a12f4f5fe467d82bad,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-39.bmp.Z,d449e349af9cfa2575ab088c61327668f44fe5989c11c7a12f4f5fe467d82bad,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
30,sample01,4fcf25f6e32b10516b26ba29ba749de190457641d4fbfead961a083b3b24084c,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-40.bmp.Z,4fcf25f6e32b10516b26ba29ba749de190457641d4fbfead961a083b3b24084c,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
31,sample01,26af094c59b8e0460edd603ae166835cf9f84907a49370c73a41caad024afc0b,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-41.bmp.Z,26af094c59b8e0460edd603ae166835cf9f84907a49370c73a41caad024afc0b,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
32,sample01,c1cc73ba6c9c9d7ac3ffc46d2b61f6b67385119be18c1e24894493e4b0e4aac3,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-42.bmp.Z,c1cc73ba6c9c9d7ac3ffc46d2b61f6b67385119be18c1e24894493e4b0e4aac3,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
33,sample01,4a2a5d247799d67fee39e7e68a698e23db2cdf6bb44955af2d27c43cf7e3e33c,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-43.bmp.Z,4a2a5d247799d67fee39e7e68a698e23db2cdf6bb44955af2d27c43cf7e3e33c,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
34,sample01,facfcd60c419f3836543d8131b80389750e5de90746287cf8a023ffeb2881525,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-44.bmp.Z,facfcd60c419f3836543d8131b80389750e5de90746287cf8a023ffeb2881525,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
35,sample01,39aa0aef0154e2441ebb3e2344365c1ed939d9c0a1e187e706dd7f05cd9bacc7,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-45.bmp.Z,39aa0aef0154e2441ebb3e2344365c1ed939d9c0a1e187e706dd7f05cd9bacc7,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
36,sample01,e26af43fd786f1fc62271f755ce306d5f059e1c104a79f9aad8f2249bf39e117,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-46.bmp.Z,e26af43fd786f1fc62271f755ce306d5f059e1c104a79f9aad8f2249bf39e117,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
37,sample01,717e8ec9cd39e618ec42c6357af6370f2fec1245d376bf8a79bd0382e961ff01,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-47.bmp.Z,717e8ec9cd39e618ec42c6357af6370f2fec1245d376bf8a79bd0382e961ff01,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
38,sample01,e4a7ddd03ea8401ccb824975c7bd20c03dea08bf89c76cce3b4f94ad3c2a444b,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-48.bmp.Z,e4a7ddd03ea8401ccb824975c7bd20c03dea08bf89c76cce3b4f94ad3c2a444b,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
39,sample01,0061d904507c7d2c916226e5ca65ff0da1b4b94153f3f33ffa7a9bf66fc43a22,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-49.bmp.Z,0061d904507c7d2c916226e5ca65ff0da1b4b94153f3f33ffa7a9bf66fc43a22,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
40,sample01,e070605eeb0a7a13fb41166ae3ba09df3e001d2fadc5a124c046ad76cf1d2d37,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-50.bmp.Z,e070605eeb0a7a13fb41166ae3ba09df3e001d2fadc5a124c046ad76cf1d2d37,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
41,sample01,05d7d24629b974f281738a7d4a80483b243608f5caa9e85ed57c4ea654cf9e46,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-51.bmp.Z,05d7d24629b974f281738a7d4a80483b243608f5caa9e85ed57c4ea654cf9e46,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
42,sample01,515d873016962f8c59be3cd3f2322a3ff82a350db71081441bd8f3bc0d3a329b,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-52.bmp.Z,515d873016962f8c59be3cd3f2322a3ff82a350db71081441bd8f3bc0d3a329b,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
43,sample01,1c59fd2479da72f033ea0527229cbbb42bc6b8ac2a9aea74ad7b418e29862fb2,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-53.bmp.Z,1c59fd2479da72f033ea0527229cbbb42bc6b8ac2a9aea74ad7b418e29862fb2,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
44,sample01,40e376cf917b6ccfdd2287d0033511489e5a75483b7ab160300de6fe2b8c6272,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-54.bmp.Z,40e376cf917b6ccfdd2287d0033511489e5a75483b7ab160300de6fe2b8c6272,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
45,sample01,5dab5ba61db4655cf026f4b22d564f60f643767fa9cd932b5b8e9539fc88f8d7,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-55.bmp.Z,5dab5ba61db4655cf026f4b22d564f60f643767fa9cd932b5b8e9539fc88f8d7,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
46,sample01,67bb8fb8ba26cfac6a1df83815a690cfb5a61be16a513ab9e93fa054e477306d,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-56.bmp.Z,67bb8fb8ba26cfac6a1df83815a690cfb5a61be16a513ab9e93fa054e477306d,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
47,sample01,cf985d6ce94a53afbbdac160cff7675630e060e69814d53f246c804f88ecdecf,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-57.bmp.Z,cf985d6ce94a53afbbdac160cff7675630e060e69814d53f246c804f88ecdecf,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
48,sample01,32a680ddbecc59a9da71c12841657e6bb1981c726d89f7ebb69176d9f3635855,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-58.bmp.Z,32a680ddbecc59a9da71c12841657e6bb1981c726d89f7ebb69176d9f3635855,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
49,sample01,e89d23c68e214ce57c426c8507bf1e4bc5c1a8c07a5b8f3c5f9714d540eb1550,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-59.bmp.Z,e89d23c68e214ce57c426c8507bf1e4bc5c1a8c07a5b8f3c5f9714d540eb1550,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
50,sample01,dc07483ecc0375305fe9be7f6a602e7c0872b87210c951c4c1cce16a46abfbac,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-60.bmp.Z,dc07483ecc0375305fe9be7f6a602e7c0872b87210c951c4c1cce16a46abfbac,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
51,sample01,46c53b5918827302fe275bab242085167b664cb63e3c1c27ddc80e6900958e2b,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-61.bmp.Z,46c53b5918827302fe275bab242085167b664cb63e3c1c27ddc80e6900958e2b,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
52,sample01,a1ff083b4475321a5a13fcff4cd5b36c61ae348675f1abac00753286d5047a8e,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-62.bmp.Z,a1ff083b4475321a5a13fcff4cd5b36c61ae348675f1abac00753286d5047a8e,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
53,sample01,477ef875a5368d5e29230885e5829d0f92f7852855f7650487e0e719f4ea084e,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-63.bmp.Z,477ef875a5368d5e29230885e5829d0f92f7852855f7650487e0e719f4ea084e,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
54,sample01,5a3257dd6ee73d5b43fa69f4ec0951bcebbdab46ffc10d856fad02b75b4ce808,data/confirmatory_sources/CUReT/extracted/data/sample01/01-01-64.bmp.Z,5a3257dd6ee73d5b43fa69f4ec0951bcebbdab46ffc10d856fad02b75b4ce808,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
55,sample01,26eec88be34daa9858e861d6ffae4073f8debbf7eb04729d72c8539fd142ef6b,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-02.bmp.Z,26eec88be34daa9858e861d6ffae4073f8debbf7eb04729d72c8539fd142ef6b,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
56,sample01,e2602bb40e15e3213b94b47e8c14bfe5a62df158ff53f05e24498e2134ee2079,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-03.bmp.Z,e2602bb40e15e3213b94b47e8c14bfe5a62df158ff53f05e24498e2134ee2079,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
57,sample01,ad4f1fd5ab084632fffb13a6566b199ac295246db75ccf4d566cefb1e22855ca,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-06.bmp.Z,ad4f1fd5ab084632fffb13a6566b199ac295246db75ccf4d566cefb1e22855ca,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
58,sample01,88a9b17e777539420fd9d315c60f031bfc421969f5f800da7835de8141e00fa4,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-07.bmp.Z,88a9b17e777539420fd9d315c60f031bfc421969f5f800da7835de8141e00fa4,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
59,sample01,821156a36d53d885fbe28064638767d81cd9b0b4d04f5dd5b0a98193a4aba3ec,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-10.bmp.Z,821156a36d53d885fbe28064638767d81cd9b0b4d04f5dd5b0a98193a4aba3ec,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
60,sample01,56bb3002dfbd517780450d2f0c3f73c826421d18a2a40dd712f9be7d0143976c,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-11.bmp.Z,56bb3002dfbd517780450d2f0c3f73c826421d18a2a40dd712f9be7d0143976c,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
61,sample01,d3026a3523afa85c21041ceeb11bf0cb778ec312f06dc09e39d8aec1e7cffdad,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-14.bmp.Z,d3026a3523afa85c21041ceeb11bf0cb778ec312f06dc09e39d8aec1e7cffdad,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
62,sample01,294bf17ae768f1048921f6b8f00e425372716be8d979509a99a59623d6b15cda,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-15.bmp.Z,294bf17ae768f1048921f6b8f00e425372716be8d979509a99a59623d6b15cda,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
63,sample01,07ebd1525d39242ee05e2ab5e8a37135ac2eba5be0c1137b944e9f457408a017,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-17.bmp.Z,07ebd1525d39242ee05e2ab5e8a37135ac2eba5be0c1137b944e9f457408a017,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
64,sample01,b8ac7d1c51d39323ecaa24640e044734c9507b743efbee923695fe2b4aeff820,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-18.bmp.Z,b8ac7d1c51d39323ecaa24640e044734c9507b743efbee923695fe2b4aeff820,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
65,sample01,4aad9b271ee8bb9dc76036a6ebda492307bd514eb28e29116ab4403f7164a7d8,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-20.bmp.Z,4aad9b271ee8bb9dc76036a6ebda492307bd514eb28e29116ab4403f7164a7d8,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
66,sample01,9715257a37a0955d42ea7d71f48304f7c9d22a8018e5f89b3466ac3a363516c0,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-21.bmp.Z,9715257a37a0955d42ea7d71f48304f7c9d22a8018e5f89b3466ac3a363516c0,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
67,sample01,970e0e043c425963790d067d08305be08a565bb3c2937d0bea161ed223267e71,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-22.bmp.Z,970e0e043c425963790d067d08305be08a565bb3c2937d0bea161ed223267e71,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
68,sample01,bfdce38059e79cb64a9e32ef808850a4b0519cc749ad4c12645ea49568fb504d,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-24.bmp.Z,bfdce38059e79cb64a9e32ef808850a4b0519cc749ad4c12645ea49568fb504d,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
69,sample01,576fe6a0d312f16b9768bf88ee9defd2dcdcd90a571d7ca945e455465f36f3c5,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-26.bmp.Z,576fe6a0d312f16b9768bf88ee9defd2dcdcd90a571d7ca945e455465f36f3c5,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
70,sample01,023779f8987c94cb71fc10e947bcce26a5e2ad803124e1a3a416e9a1bc013cba,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-28.bmp.Z,023779f8987c94cb71fc10e947bcce26a5e2ad803124e1a3a416e9a1bc013cba,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
71,sample01,50634e0d2387177af4e870acb45831f452b34484459a61fed860ad5bd0a5f4ad,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-30.bmp.Z,50634e0d2387177af4e870acb45831f452b34484459a61fed860ad5bd0a5f4ad,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
72,sample01,de1b7e8cd412d662480ef58ca09d6537b0a83553ac31a6ac361dd029c7c141f7,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-31.bmp.Z,de1b7e8cd412d662480ef58ca09d6537b0a83553ac31a6ac361dd029c7c141f7,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
73,sample01,0ca5fae77063bdde8586186fb3aa76961dbea68ca5230b93222682d8b2bf3715,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-33.bmp.Z,0ca5fae77063bdde8586186fb3aa76961dbea68ca5230b93222682d8b2bf3715,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
74,sample01,9304fb2a7e7af7fc0be205d68234aac62579ac2faf15c1a2d9c7e6fa7b5438a0,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-34.bmp.Z,9304fb2a7e7af7fc0be205d68234aac62579ac2faf15c1a2d9c7e6fa7b5438a0,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
75,sample01,1bfaa1dea52537d4e39f59f6eb6c298c9ee136b24c42df16cf17f0bdce6b971d,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-35.bmp.Z,1bfaa1dea52537d4e39f59f6eb6c298c9ee136b24c42df16cf17f0bdce6b971d,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
76,sample01,343c6da60fb1346ab06d6dbabb1e32ade79839f8849beef9af9db63825eb5704,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-36.bmp.Z,343c6da60fb1346ab06d6dbabb1e32ade79839f8849beef9af9db63825eb5704,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
77,sample01,dcde3b62450269ab974630524abca4e0a2f4d72da2fc5e0e3d67346ff979552e,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-37.bmp.Z,dcde3b62450269ab974630524abca4e0a2f4d72da2fc5e0e3d67346ff979552e,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
78,sample01,fd51854ed73875a203c5639cda5c838297fe53893470279b3ec56b37d8ec078e,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-39.bmp.Z,fd51854ed73875a203c5639cda5c838297fe53893470279b3ec56b37d8ec078e,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
79,sample01,f9e22d48257f9ee663d1455a6726fa4f12186fecd0e3196f05504818c264edd6,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-41.bmp.Z,f9e22d48257f9ee663d1455a6726fa4f12186fecd0e3196f05504818c264edd6,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
80,sample01,c09d5c4f8fb6fbe8c3b99d9b932fd88bb8e0269bcbdf9389bb718dee1f34fba5,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-42.bmp.Z,c09d5c4f8fb6fbe8c3b99d9b932fd88bb8e0269bcbdf9389bb718dee1f34fba5,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
81,sample01,5eb79d4f7f769b93670b08bcd093487eb1220d2c1b69a95d421cb555d5302f6e,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-43.bmp.Z,5eb79d4f7f769b93670b08bcd093487eb1220d2c1b69a95d421cb555d5302f6e,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
82,sample01,fe6da56fe43766564d4e907d8c689f919c2303f67eadc29bd180e625e98cee11,data/confirmatory_sources/CUReT/extracted/data/sample01/01-02-44.bmp.Z,fe6da56fe43766564d4e907d8c689f919c2303f67eadc29bd180e625e98cee11,REEXTRACT_REQUIRED_SELECT_CROPPED_92_PROTOCOL
