row_id,path,label,class_name,sha256,group
22,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_023_new.jpg,0,fabric,e08be71b12d8a7fed504cdaa25d40fda0ec42f581a24143720853170b5e54340,e08be71b12d8a7fed504cdaa25d40fda0ec42f581a24143720853170b5e54340
23,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_024_new.jpg,0,fabric,1e0d93f3e8c7ecebda1d96bb8ba61742f3e15ffdf1c461914be97fb79e16d7ff,1e0d93f3e8c7ecebda1d96bb8ba61742f3e15ffdf1c461914be97fb79e16d7ff
24,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_025_new.jpg,0,fabric,ad497be8852e1ed5cdbd028eefc9d51701819d83bdfa1e3b48b072b9b43286cd,ad497be8852e1ed5cdbd028eefc9d51701819d83bdfa1e3b48b072b9b43286cd
25,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_026_new.jpg,0,fabric,40c936c0392f9be5b993206c571402d20a422d0cc1fbbddbcd0f204ab4b1f2e4,40c936c0392f9be5b993206c571402d20a422d0cc1fbbddbcd0f204ab4b1f2e4
26,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_027_new.jpg,0,fabric,d55693391d197e3d86834c0167b10857d20eda8c5ecb3d9afce367c0f943c6e7,d55693391d197e3d86834c0167b10857d20eda8c5ecb3d9afce367c0f943c6e7
27,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_028_new.jpg,0,fabric,94fb59ac1237c9cdde0e7adc2e1207faa94cc509500bdf91f4109ef92a041b32,94fb59ac1237c9cdde0e7adc2e1207faa94cc509500bdf91f4109ef92a041b32
28,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_029_new.jpg,0,fabric,1d186fc00fdedd4928272573c2d952ceed0a032f3d8faac1871047c91239d051,1d186fc00fdedd4928272573c2d952ceed0a032f3d8faac1871047c91239d051
29,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_030_new.jpg,0,fabric,848c5e3b72918db4b6a2f8d2bf8a1f7754ff47a9f56167826fc670f100745118,848c5e3b72918db4b6a2f8d2bf8a1f7754ff47a9f56167826fc670f100745118
30,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_031_new.jpg,0,fabric,2bd4bc6991d38dceb90199ef37b9703ead1957dc61b7163c9d0ceed57bbd8c95,2bd4bc6991d38dceb90199ef37b9703ead1957dc61b7163c9d0ceed57bbd8c95
31,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_032_new.jpg,0,fabric,e54dd721af14363ca3376ec5991785c97e1d5b0780165c377239f6c194b814de,e54dd721af14363ca3376ec5991785c97e1d5b0780165c377239f6c194b814de
32,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_033_new.jpg,0,fabric,847d659ff6908d50fc8e61ac6ac1afa579716a083af217575fd68f2ee1dee85a,847d659ff6908d50fc8e61ac6ac1afa579716a083af217575fd68f2ee1dee85a
33,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_034_new.jpg,0,fabric,90f5862b420944b3b30f9821b6b9bb9a3275c7e2b6b1b46bbd5327451ba35fe1,90f5862b420944b3b30f9821b6b9bb9a3275c7e2b6b1b46bbd5327451ba35fe1
34,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_035_new.jpg,0,fabric,2962a201dc6a6a9fd12351d9bb0f032ed29b9c55af2430c4e011f5ed2f16ef97,2962a201dc6a6a9fd12351d9bb0f032ed29b9c55af2430c4e011f5ed2f16ef97
35,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_036_new.jpg,0,fabric,f6e38cd989bc21f3b853e7d46f1ec43425087830c844db26276c7fae55a41231,f6e38cd989bc21f3b853e7d46f1ec43425087830c844db26276c7fae55a41231
36,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_037_new.jpg,0,fabric,4e48ac47b5e8a62f78d9299bac0ff8df1c1a5eff94cf7e28f41b3cc52dc56dd0,4e48ac47b5e8a62f78d9299bac0ff8df1c1a5eff94cf7e28f41b3cc52dc56dd0
37,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_038_new.jpg,0,fabric,bae7e24d5eec7e2d83058cee60b0c009fab7f3b5d746779db157d0620db96a97,bae7e24d5eec7e2d83058cee60b0c009fab7f3b5d746779db157d0620db96a97
38,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_039_new.jpg,0,fabric,c9375894cb697ffc92e95e43f954fa13d1687a0ffc92187a7e514dcd6b456dfd,c9375894cb697ffc92e95e43f954fa13d1687a0ffc92187a7e514dcd6b456dfd
39,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_040_new.jpg,0,fabric,575e86eb3152d539e0f556dae4d3bd45f348efd66e35d42fa2e932c1171d9d60,575e86eb3152d539e0f556dae4d3bd45f348efd66e35d42fa2e932c1171d9d60
40,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_041_new.jpg,0,fabric,f585e3386eaa30c283696978efd3e0ce9ec71ad24569dd1120167a0ab941106e,f585e3386eaa30c283696978efd3e0ce9ec71ad24569dd1120167a0ab941106e
41,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_042_new.jpg,0,fabric,91ae8714a015f6684e5a3c29f330fac7cee69b688f0cbbc8da3c64c2628473e7,91ae8714a015f6684e5a3c29f330fac7cee69b688f0cbbc8da3c64c2628473e7
42,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_043_new.jpg,0,fabric,6ab149df2e28eb89ebe96dda8f0d2b077fa7c83d9319dcaf3c3555b7e9a0a677,6ab149df2e28eb89ebe96dda8f0d2b077fa7c83d9319dcaf3c3555b7e9a0a677
43,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_044_new.jpg,0,fabric,36d4553a537202d6f90c41173ca9ae873a6fa2a00aa3c7aef15605e705733e56,36d4553a537202d6f90c41173ca9ae873a6fa2a00aa3c7aef15605e705733e56
44,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_045_new.jpg,0,fabric,b20303da647a3620159ee487bf33e922df5a7da02afd8b53a134c91340c7cb11,b20303da647a3620159ee487bf33e922df5a7da02afd8b53a134c91340c7cb11
45,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_046_new.jpg,0,fabric,b38c0a0c26b59da0ac866bad5d873bcced3d4af962cadf6ef9f803071cb6b231,b38c0a0c26b59da0ac866bad5d873bcced3d4af962cadf6ef9f803071cb6b231
46,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_047_new.jpg,0,fabric,a775a257d8020d78d5476ce912ff1cbb3331c780a63aa456458ceb5151a32ad0,a775a257d8020d78d5476ce912ff1cbb3331c780a63aa456458ceb5151a32ad0
47,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_048_new.jpg,0,fabric,3f0f45b68d74909ac1704ee5efb9f49c92546cc3455a18d5114902cb246748bf,3f0f45b68d74909ac1704ee5efb9f49c92546cc3455a18d5114902cb246748bf
48,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_049_new.jpg,0,fabric,0b2a7e062ebe909dd332e25b75a73e9cc0db212e52b68a53b127a467ed39dd74,0b2a7e062ebe909dd332e25b75a73e9cc0db212e52b68a53b127a467ed39dd74
49,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_050_new.jpg,0,fabric,7b9aff195c1ea951c89e50703340cace1e65d6dfd857d72883de19acedd179eb,7b9aff195c1ea951c89e50703340cace1e65d6dfd857d72883de19acedd179eb
50,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_001_new.jpg,0,fabric,0deb52aaca84453f3e9318885fed6a2e9627db8a21118677e7ce990393b59e48,0deb52aaca84453f3e9318885fed6a2e9627db8a21118677e7ce990393b59e48
51,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_002_new.jpg,0,fabric,92a5a1046f6bc3337d53c0eb6c8688306eb0e0ae8e93aed3b3fb7f7aee68b239,92a5a1046f6bc3337d53c0eb6c8688306eb0e0ae8e93aed3b3fb7f7aee68b239
52,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_003_new.jpg,0,fabric,be118d0a66ba4a8694648fbf2d614ccc51551e9916450cfe996834fbb419aee2,be118d0a66ba4a8694648fbf2d614ccc51551e9916450cfe996834fbb419aee2
53,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_004_new.jpg,0,fabric,4fbfd08a7e91579aa54071d2c07f1aef024c52d9fee338e2ba1c17a17b04bb44,4fbfd08a7e91579aa54071d2c07f1aef024c52d9fee338e2ba1c17a17b04bb44
54,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_005_new.jpg,0,fabric,788877013df7368114f5b19e4bd65db132ab455c742138e76f070493827a3ab4,788877013df7368114f5b19e4bd65db132ab455c742138e76f070493827a3ab4
55,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_006_new.jpg,0,fabric,9d2847e0b2f0cef7219287b9f3a2cf2343175037c966441cf2a9c229e074bf93,9d2847e0b2f0cef7219287b9f3a2cf2343175037c966441cf2a9c229e074bf93
56,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_007_new.jpg,0,fabric,0814fc3eebec878512d367516641b5e5b042775d9b8dd23cd4335121914b5858,0814fc3eebec878512d367516641b5e5b042775d9b8dd23cd4335121914b5858
57,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_008_new.jpg,0,fabric,1d0e28eb4c4a9056cda7e5994921395c96064920d095235d9742ae37afe7b7b1,1d0e28eb4c4a9056cda7e5994921395c96064920d095235d9742ae37afe7b7b1
58,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_009_new.jpg,0,fabric,be3bfabfaf5e9421d2dc9c6895090d35f94a95f5739ef270812eff724ed7c89a,be3bfabfaf5e9421d2dc9c6895090d35f94a95f5739ef270812eff724ed7c89a
59,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_010_new.jpg,0,fabric,989760196b0744e1a21da2e78b811eeea93233839b8d033aa95502ee9658ce53,989760196b0744e1a21da2e78b811eeea93233839b8d033aa95502ee9658ce53
60,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_011_new.jpg,0,fabric,deb91cfeccff1345fedd7163bba9380757683bb4f5b0f2e0b65b05eb8a9bc552,deb91cfeccff1345fedd7163bba9380757683bb4f5b0f2e0b65b05eb8a9bc552
61,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_012_new.jpg,0,fabric,df03b29d9c2d26b543bbb82337936716a5d04a29ec7e1bfc334149c68e3057ca,df03b29d9c2d26b543bbb82337936716a5d04a29ec7e1bfc334149c68e3057ca
62,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_013_new.jpg,0,fabric,281ef5c6c0eba0ad9c3a7bd7cdb1034ff84a02ae0b4479c151de783b2e601d0d,281ef5c6c0eba0ad9c3a7bd7cdb1034ff84a02ae0b4479c151de783b2e601d0d
63,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_014_new.jpg,0,fabric,964d63935f81f7ee36f93766fe9d695504be0cc2194f3ed75d4ca8e58dc90b4e,964d63935f81f7ee36f93766fe9d695504be0cc2194f3ed75d4ca8e58dc90b4e
64,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_015_new.jpg,0,fabric,2e97fa8d6a3ced2d10ecac6f8ce3b4a9159a724befe11645f9cb5dc45cf525e3,2e97fa8d6a3ced2d10ecac6f8ce3b4a9159a724befe11645f9cb5dc45cf525e3
65,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_016_new.jpg,0,fabric,cd58e5523c4be72827dc718a7a7482019811bd596dc5846285cb9d55d5c15f5e,cd58e5523c4be72827dc718a7a7482019811bd596dc5846285cb9d55d5c15f5e
66,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_017_new.jpg,0,fabric,500f22a2010b8897855ab0abe3fc8782e1b32ef3ee7be0d3c014cbe00e77cd15,500f22a2010b8897855ab0abe3fc8782e1b32ef3ee7be0d3c014cbe00e77cd15
67,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_018_new.jpg,0,fabric,e741121342cbbb8ad9ea665c6e7d79ccceb29f23c10c9325c63c692db6ee42af,e741121342cbbb8ad9ea665c6e7d79ccceb29f23c10c9325c63c692db6ee42af
68,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_019_new.jpg,0,fabric,d355ae4cfc444725cf82b874f642604da4f458a10f15df3cf7d3e6a3ffec83fb,d355ae4cfc444725cf82b874f642604da4f458a10f15df3cf7d3e6a3ffec83fb
69,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_020_new.jpg,0,fabric,74137069832b91c0f1b2ed8ef799e84702c32abc426ba7715488f6a5ae1d7370,74137069832b91c0f1b2ed8ef799e84702c32abc426ba7715488f6a5ae1d7370
70,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_021_new.jpg,0,fabric,7488340d6661e0155ce1c22634b77f4a5093d040bca06317c5289936c5e80137,7488340d6661e0155ce1c22634b77f4a5093d040bca06317c5289936c5e80137
71,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_022_new.jpg,0,fabric,fb37379eb28f9da3e14b1f6768e0e8cf32f997bc2ba713c5cbe46cae374118da,fb37379eb28f9da3e14b1f6768e0e8cf32f997bc2ba713c5cbe46cae374118da
72,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_023_new.jpg,0,fabric,5ff0c071671dd61d28384187535ab04004133c993abb55a290a3a664b38c84fc,5ff0c071671dd61d28384187535ab04004133c993abb55a290a3a664b38c84fc
73,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_024_new.jpg,0,fabric,b3d50c9cdeecb4214b26fdcdf00c39ff0c804bb759b30336986967eeb5eb0d46,b3d50c9cdeecb4214b26fdcdf00c39ff0c804bb759b30336986967eeb5eb0d46
74,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_025_new.jpg,0,fabric,7035a12878d43b4b7f9672dd7b8991de939cd6e904bdf7d00412b0e685e61471,7035a12878d43b4b7f9672dd7b8991de939cd6e904bdf7d00412b0e685e61471
75,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_026_new.jpg,0,fabric,be60392daf4cb73530342337ee7b0a51fd9167a00245f7003b37f469f4c2e52b,be60392daf4cb73530342337ee7b0a51fd9167a00245f7003b37f469f4c2e52b
76,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_027_new.jpg,0,fabric,7785bf8b276a81c64b48c1b9114ba987febd6c7d60e5d041732558de9f20d1c5,7785bf8b276a81c64b48c1b9114ba987febd6c7d60e5d041732558de9f20d1c5
77,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_028_new.jpg,0,fabric,f53eaf832f0952437576b629fcdcb6f048f5fd35f471c230d757152890bdb597,f53eaf832f0952437576b629fcdcb6f048f5fd35f471c230d757152890bdb597
78,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_029_new.jpg,0,fabric,ec16199db2a000363f54495ce6ece64a2d93ca54ec8d0e8e13596159cc4d378c,ec16199db2a000363f54495ce6ece64a2d93ca54ec8d0e8e13596159cc4d378c
79,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_030_new.jpg,0,fabric,ed59c3fc0fbf68746244a643d25d1870c78ab5f2b2e0183348c14f09bdf43aa5,ed59c3fc0fbf68746244a643d25d1870c78ab5f2b2e0183348c14f09bdf43aa5
80,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_031_new.jpg,0,fabric,736aca0251bdd04ca54934d8f68b700341a2234a9fd4b9aeadfe9deaa20d795e,736aca0251bdd04ca54934d8f68b700341a2234a9fd4b9aeadfe9deaa20d795e
81,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_032_new.jpg,0,fabric,66dc0770009125bb64b86588f03c8dc5739715582f1499d2bf965a016fb1a807,66dc0770009125bb64b86588f03c8dc5739715582f1499d2bf965a016fb1a807
82,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_033_new.jpg,0,fabric,26c6a3180990d0048a2f1cbe47c259908db0c07de6a4cb955e04c61733b47406,26c6a3180990d0048a2f1cbe47c259908db0c07de6a4cb955e04c61733b47406
83,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_034_new.jpg,0,fabric,56a4b96e2e8aa25d5df1abfc5e86ec5622e93fc36dedc81a3f60e97206ac7ffc,56a4b96e2e8aa25d5df1abfc5e86ec5622e93fc36dedc81a3f60e97206ac7ffc
84,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_035_new.jpg,0,fabric,7f20d653e8d2d2331faa113e88187c19b32d48d5fe619a07fc0932c16f0205b9,7f20d653e8d2d2331faa113e88187c19b32d48d5fe619a07fc0932c16f0205b9
85,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_036_new.jpg,0,fabric,65b4fcc4c32f25b3a5c2c11574e773e2bd85d14d39dd6084679d3417ebb9735d,65b4fcc4c32f25b3a5c2c11574e773e2bd85d14d39dd6084679d3417ebb9735d
86,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_037_new.jpg,0,fabric,3aa6603a8347bf8d25d2627b37ac5d5ae5b9df7e3422190de0844fab99dec6aa,3aa6603a8347bf8d25d2627b37ac5d5ae5b9df7e3422190de0844fab99dec6aa
87,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_038_new.jpg,0,fabric,d7442998624740e6bc0345452dccda5ae2b904873fe838bb5b7cf1eb04e3236e,d7442998624740e6bc0345452dccda5ae2b904873fe838bb5b7cf1eb04e3236e
88,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_039_new.jpg,0,fabric,ce4e009f44113e8656635478139629f2567ec1563a1a6c3f2859b0f191e560c6,ce4e009f44113e8656635478139629f2567ec1563a1a6c3f2859b0f191e560c6
89,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_040_new.jpg,0,fabric,8131bdce3a9291fade44113c86e2a1ab9697aeb043af50b684c7f08d2b533d19,8131bdce3a9291fade44113c86e2a1ab9697aeb043af50b684c7f08d2b533d19
90,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_041_new.jpg,0,fabric,78926e09efd38c4678ab0e91354e32e7d8edcbe3d87089aa32502051fc885fad,78926e09efd38c4678ab0e91354e32e7d8edcbe3d87089aa32502051fc885fad
91,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_042_new.jpg,0,fabric,8c7788e38ac56bd04e1965d5386fea94ad63d679a114717e360f79fb3cdc801d,8c7788e38ac56bd04e1965d5386fea94ad63d679a114717e360f79fb3cdc801d
92,/home/joaquin/tesis_claude/data/confirmatory_sources/FMD/extracted/image/fabric/fabric_object_043_new.jpg,0,fabric,99cb4c45f13100e76212fddea1edcffa1c4810dce1ad36c26089c2e53db857ea,99cb4c45f13100e76212fddea1edcffa1c4810dce1ad36c26089c2e53db857ea
